arrrr

1000 atoms
0 bonds
0 angles

2 atom types
0 bond types
0 angle types

0.000000 10.000000 xlo xhi
0.000000 10.000000 ylo yhi
0.000000 10.000000 zlo zhi

Masses

1 1.000000
2 1.000000

Atoms

1 1 1 1 5.777082 2.009952 8.936224 
2 2 1 1 3.909433 5.250004 3.141268 
3 3 1 1 4.723078 2.994745 9.694526 
4 4 1 1 5.456838 9.258750 7.044190 
5 5 1 1 3.588467 4.459359 4.941335 
6 6 1 1 4.649464 1.935855 5.840672 
7 7 1 1 5.292599 5.950170 4.311838 
8 8 1 1 6.603467 4.651642 7.138180 
9 9 1 1 6.337842 5.433305 5.338795 
10 10 1 1 2.880658 6.058817 0.742952 
11 11 1 1 3.474221 4.079778 7.372901 
12 12 1 1 7.337338 1.931507 9.061220 
13 13 1 1 4.832376 5.675962 6.604934 
14 14 1 1 6.116500 0.338702 0.473578 
15 15 1 1 6.700383 7.671702 2.037723 
16 16 1 1 3.706507 4.729350 6.315584 
17 17 1 1 3.767356 3.761866 7.842475 
18 18 1 1 5.492943 2.224626 8.107114 
19 19 1 1 4.003863 2.823638 3.210225 
20 20 1 1 5.686043 5.076626 7.585686 
21 21 1 1 5.390757 2.531054 5.300339 
22 22 1 1 5.001242 5.303609 8.471931 
23 23 1 1 6.345820 8.301864 1.456804 
24 24 1 1 6.820808 8.635888 2.580093 
25 25 1 1 6.586580 2.694572 2.833850 
26 26 1 1 3.996304 9.840786 6.070658 
27 27 1 1 4.087556 7.142571 0.800078 
28 28 1 1 6.812157 7.072648 3.906069 
29 29 1 1 3.634325 6.236863 2.664644 
30 30 1 1 3.805101 9.133235 9.607104 
31 31 1 1 6.699764 8.302067 6.716906 
32 32 1 1 2.507287 0.770657 5.232018 
33 33 1 1 5.241134 6.129362 5.103383 
34 34 1 1 6.538535 8.548111 6.221355 
35 35 1 1 3.852532 3.367814 8.261705 
36 36 1 1 5.737164 2.444679 0.567761 
37 37 1 1 6.099435 0.283637 6.553403 
38 38 1 1 5.817720 2.432989 3.526468 
39 39 1 1 4.178742 2.123157 4.343227 
40 40 1 1 2.583891 2.251753 2.720035 
41 41 1 1 3.313723 9.520963 9.522705 
42 42 1 1 5.934404 3.551673 1.693915 
43 43 1 1 4.624207 1.822058 4.762946 
44 44 1 1 5.489575 6.605622 2.644454 
45 45 1 1 5.805702 4.848569 2.085635 
46 46 1 1 5.402055 7.561221 3.453954 
47 47 1 1 5.134641 8.501681 7.099770 
48 48 1 1 5.996421 3.142001 5.250518 
49 49 1 1 5.728609 6.757613 7.177016 
50 50 1 1 4.300021 9.919224 3.587858 
51 51 1 1 6.959183 4.119233 1.462987 
52 52 1 1 3.041889 8.775917 6.154717 
53 53 1 1 4.663113 9.412333 7.888807 
54 54 1 1 6.524566 7.008689 5.942986 
55 55 1 1 3.340409 7.426027 3.509452 
56 56 1 1 6.999852 3.340103 9.604749 
57 57 1 1 3.265310 0.084414 3.590561 
58 58 1 1 2.707022 7.321644 5.036713 
59 59 1 1 3.091047 4.271312 8.868447 
60 60 1 1 4.208825 3.170680 8.316580 
61 61 1 1 5.135557 5.042885 6.861340 
62 62 1 1 3.486207 0.660439 7.293253 
63 63 1 1 6.343796 7.956052 9.243548 
64 64 1 1 6.186029 9.894825 3.449695 
65 65 1 1 2.824148 6.944580 0.421482 
66 66 1 1 6.940760 1.275772 1.518030 
67 67 1 1 7.457893 4.906138 1.695426 
68 68 1 1 7.018542 3.231069 4.274867 
69 69 1 1 2.579844 6.007522 4.713734 
70 70 1 1 5.620073 1.490180 4.565958 
71 71 1 1 7.372310 4.646349 2.307152 
72 72 1 1 4.708990 3.846202 5.848515 
73 73 1 1 7.421369 8.541098 8.823311 
74 74 1 1 5.627962 9.451014 5.983196 
75 75 1 1 7.279310 9.381919 9.698728 
76 76 1 1 2.659537 9.796700 3.782837 
77 77 1 1 4.152346 7.828407 5.696005 
78 78 1 1 4.848448 3.329343 9.821087 
79 79 1 1 7.301029 8.916999 4.668680 
80 80 1 1 4.224910 3.680416 6.054484 
81 81 1 1 4.797285 7.204858 6.600369 
82 82 1 1 4.451795 7.396559 6.464255 
83 83 1 1 5.093501 1.503479 2.453242 
84 84 1 1 2.940622 2.432922 8.361654 
85 85 1 1 6.302767 4.260071 2.811800 
86 86 1 1 2.826305 6.531102 3.221646 
87 87 1 1 3.465377 5.541913 7.384088 
88 88 1 1 3.657131 9.009536 6.878895 
89 89 1 1 3.202526 4.919406 7.854480 
90 90 1 1 2.924672 0.689434 8.767101 
91 91 1 1 6.844048 4.283677 6.965107 
92 92 1 1 4.510661 3.882676 6.273351 
93 93 1 1 6.483335 6.776323 2.252782 
94 94 1 1 4.651999 7.553151 1.777805 
95 95 1 1 3.684011 8.038277 4.350089 
96 96 1 1 4.863400 6.414602 4.409077 
97 97 1 1 4.059787 7.899320 6.470292 
98 98 1 1 2.831799 0.253967 2.690266 
99 99 1 1 4.724923 5.356660 0.216630 
100 100 1 1 3.609125 0.823084 4.600089 
101 101 1 1 3.549273 0.488006 5.331735 
102 102 1 1 7.255321 4.240746 8.572515 
103 103 1 1 5.212852 8.961509 2.234636 
104 104 1 1 7.354349 4.189605 5.406258 
105 105 1 1 2.954522 8.877915 5.152646 
106 106 1 1 6.492439 1.395873 7.575320 
107 107 1 1 6.147043 2.257719 7.405574 
108 108 1 1 3.053563 5.081615 2.789773 
109 109 1 1 6.136042 2.815664 8.046203 
110 110 1 1 6.392432 0.083153 4.603351 
111 111 1 1 6.939561 7.211661 8.875890 
112 112 1 1 2.823094 8.109320 4.391591 
113 113 1 1 7.276834 3.762964 6.301029 
114 114 1 1 5.323659 5.188222 8.029720 
115 115 1 1 7.495252 3.270491 6.959202 
116 116 1 1 4.704263 3.537708 4.242569 
117 117 1 1 3.932203 5.372055 3.568086 
118 118 1 1 7.389866 7.985397 6.334149 
119 119 1 1 3.187869 8.516727 2.286994 
120 120 1 1 4.450643 7.999401 8.957825 
121 121 1 1 5.678602 2.971810 7.499986 
122 122 1 1 2.768258 1.124046 5.218024 
123 123 1 1 4.725973 4.404205 1.114833 
124 124 1 1 6.360609 2.960645 2.813534 
125 125 1 1 2.677343 6.450223 7.726742 
126 126 1 1 6.654721 0.984703 1.939318 
127 127 1 1 5.871709 9.602293 9.921049 
128 128 1 1 3.274623 3.247421 9.952204 
129 129 1 1 6.363733 2.101186 6.661672 
130 130 1 1 6.859798 9.653485 5.185761 
131 131 1 1 6.066506 2.133493 0.401119 
132 132 1 1 4.688647 6.699020 1.081735 
133 133 1 1 4.329166 8.010838 2.034624 
134 134 1 1 6.138299 2.445486 8.384563 
135 135 1 1 5.001351 0.792984 3.712199 
136 136 1 1 4.198271 5.555937 0.097134 
137 137 1 1 5.417085 8.194859 2.287259 
138 138 1 1 2.977670 1.443678 2.726308 
139 139 1 1 6.532939 3.897493 8.322877 
140 140 1 1 3.195923 9.777237 4.962605 
141 141 1 1 5.661835 6.864461 5.229362 
142 142 1 1 6.462673 4.964666 8.450142 
143 143 1 1 2.622358 9.440429 8.239611 
144 144 1 1 3.161465 9.923275 3.502952 
145 145 1 1 5.137825 5.178896 1.451214 
146 146 1 1 7.365847 5.701270 2.449183 
147 147 1 1 6.765876 6.582025 4.066468 
148 148 1 1 2.767800 8.331275 0.755045 
149 149 1 1 6.815132 9.177857 4.059650 
150 150 1 1 4.252781 3.760597 4.741813 
151 151 1 1 3.412085 0.741720 7.416868 
152 152 1 1 5.095291 7.336543 8.108328 
153 153 1 1 4.102263 5.032150 1.157191 
154 154 1 1 7.018822 3.512022 1.111367 
155 155 1 1 7.133300 8.956200 0.033803 
156 156 1 1 6.762853 8.411006 8.369767 
157 157 1 1 2.898136 9.666322 9.025142 
158 158 1 1 4.919703 6.414919 6.638876 
159 159 1 1 5.361842 3.734041 0.338775 
160 160 1 1 7.330587 4.092115 5.484304 
161 161 1 1 3.480937 8.744334 0.578274 
162 162 1 1 6.407291 6.983262 0.600747 
163 163 1 1 6.763610 6.901982 2.887091 
164 164 1 1 4.070044 8.227475 5.167487 
165 165 1 1 6.193495 3.110198 2.846453 
166 166 1 1 7.289901 1.349423 4.533805 
167 167 1 1 3.429499 8.539451 2.819180 
168 168 1 1 5.507248 7.928850 3.667259 
169 169 1 1 3.861089 5.499961 1.955498 
170 170 1 1 5.246111 8.388836 8.476385 
171 171 1 1 4.666133 1.685735 8.069419 
172 172 1 1 6.208877 2.100799 2.852846 
173 173 1 1 6.088748 8.486047 0.113125 
174 174 1 1 5.038598 6.509585 3.603064 
175 175 1 1 4.608434 2.931497 0.549221 
176 176 1 1 3.881305 8.986558 7.195382 
177 177 1 1 6.580858 3.619665 1.005933 
178 178 1 1 4.777767 7.029265 6.237451 
179 179 1 1 4.680707 2.170823 3.868927 
180 180 1 1 3.137442 2.528671 1.212983 
181 181 1 1 7.228942 4.817127 7.451807 
182 182 1 1 7.428000 2.758612 1.698350 
183 183 1 1 3.581217 7.156896 2.741909 
184 184 1 1 4.744604 4.559065 6.787888 
185 185 1 1 3.974666 1.837191 9.168315 
186 186 1 1 5.910958 2.260987 7.339774 
187 187 1 1 4.178667 7.076245 1.824883 
188 188 1 1 6.437036 4.356557 7.168242 
189 189 1 1 6.791156 1.188460 2.384993 
190 190 1 1 4.211367 6.377754 9.740907 
191 191 1 1 6.445771 3.060401 3.748280 
192 192 1 1 4.287319 3.042189 8.353263 
193 193 1 1 6.141074 5.034628 1.039032 
194 194 1 1 4.459921 3.048676 1.744906 
195 195 1 1 5.447697 2.380231 5.708237 
196 196 1 1 3.440800 4.674513 6.301197 
197 197 1 1 2.766469 9.518476 8.705504 
198 198 1 1 5.686667 4.944480 4.432122 
199 199 1 1 4.158115 9.328147 1.146166 
200 200 1 1 4.494354 8.803147 0.038873 
201 201 1 1 2.805614 3.207466 5.595860 
202 202 1 1 7.364975 6.678786 2.603053 
203 203 1 1 3.409613 9.281373 9.326752 
204 204 1 1 4.609822 3.315463 9.152587 
205 205 1 1 4.584760 9.061918 7.293508 
206 206 1 1 5.839595 3.255137 3.495796 
207 207 1 1 4.318065 6.625021 5.658945 
208 208 1 1 4.963128 3.243246 5.021887 
209 209 1 1 3.064832 7.738286 5.270177 
210 210 1 1 5.714371 9.829150 3.682855 
211 211 1 1 2.735260 5.778070 4.876069 
212 212 1 1 5.098336 4.764974 7.660212 
213 213 1 1 6.374490 8.733980 9.162030 
214 214 1 1 2.996023 9.245584 8.341018 
215 215 1 1 4.216868 0.254595 2.008509 
216 216 1 1 4.287666 7.512582 5.925733 
217 217 1 1 7.204418 2.992018 6.467191 
218 218 1 1 6.090308 3.101839 9.656655 
219 219 1 1 7.360088 0.307901 0.426496 
220 220 1 1 4.036438 3.638285 1.206331 
221 221 1 1 3.479549 7.377558 5.377740 
222 222 1 1 5.908555 9.409808 3.175056 
223 223 1 1 5.543061 1.077525 7.758113 
224 224 1 1 4.553879 4.193352 5.090169 
225 225 1 1 5.694336 2.943064 0.008692 
226 226 1 1 5.789821 9.413404 7.187420 
227 227 1 1 6.544068 8.088092 3.034025 
228 228 1 1 6.668731 3.288348 9.532317 
229 229 1 1 2.845643 4.897260 6.116054 
230 230 1 1 4.582379 8.008700 0.443766 
231 231 1 1 5.279922 3.754327 3.668331 
232 232 1 1 6.603270 7.864971 1.663375 
233 233 1 1 7.136156 6.848078 4.223542 
234 234 1 1 5.157638 9.561193 2.492649 
235 235 1 1 5.487440 5.796098 5.187789 
236 236 1 1 5.176129 2.528515 5.159534 
237 237 1 1 5.661042 1.601098 1.625833 
238 238 1 1 3.985642 8.672945 9.557432 
239 239 1 1 5.108123 7.082599 9.906775 
240 240 1 1 4.198140 6.733393 7.028199 
241 241 1 1 5.187375 3.692150 7.233730 
242 242 1 1 5.360871 5.757361 1.787328 
243 243 1 1 4.893152 0.740307 0.951350 
244 244 1 1 3.220102 5.782864 6.299802 
245 245 1 1 5.392525 7.734138 4.146445 
246 246 1 1 3.283938 4.860865 4.753478 
247 247 1 1 6.303013 1.920213 1.827050 
248 248 1 1 7.345085 5.951085 6.952978 
249 249 1 1 6.243613 5.075090 9.780954 
250 250 1 1 3.688998 5.839966 7.899452 
251 251 1 1 4.858953 1.399997 2.597848 
252 252 1 1 4.022553 5.643071 4.455121 
253 253 1 1 6.002273 7.010702 4.548741 
254 254 1 1 4.833815 6.138344 0.932648 
255 255 1 1 2.847866 4.394803 0.554468 
256 256 1 1 2.601072 1.502173 3.642775 
257 257 1 1 3.470928 1.381595 7.866084 
258 258 1 1 5.736356 2.575808 3.399332 
259 259 1 1 2.896843 0.517050 7.354354 
260 260 1 1 4.774604 8.015219 6.103935 
261 261 1 1 6.405481 3.750577 9.626975 
262 262 1 1 4.806997 5.383490 4.002567 
263 263 1 1 4.743033 3.778670 4.460996 
264 264 1 1 5.421952 3.295977 2.758937 
265 265 1 1 3.876906 4.438738 2.262684 
266 266 1 1 4.990392 5.664787 8.732012 
267 267 1 1 3.919670 8.882526 6.563921 
268 268 1 1 3.889160 6.646736 2.137918 
269 269 1 1 4.097911 1.123908 4.171375 
270 270 1 1 4.816194 7.869855 3.122692 
271 271 1 1 2.816966 5.069135 4.835287 
272 272 1 1 7.492283 1.329884 9.975722 
273 273 1 1 5.507003 6.597247 6.865989 
274 274 1 1 6.096722 9.329367 2.188352 
275 275 1 1 3.993817 8.850833 2.072854 
276 276 1 1 6.112078 1.496263 5.521713 
277 277 1 1 6.043245 9.388939 2.810718 
278 278 1 1 3.078861 7.966728 0.659880 
279 279 1 1 2.867921 0.234674 8.509491 
280 280 1 1 3.892241 2.837509 9.554169 
281 281 1 1 6.307856 3.386037 6.276303 
282 282 1 1 6.719851 8.673499 8.260813 
283 283 1 1 5.502026 0.708652 4.256790 
284 284 1 1 5.459005 4.955415 6.765540 
285 285 1 1 5.601864 2.415620 2.569422 
286 286 1 1 4.938836 6.154688 8.997061 
287 287 1 1 7.184352 8.825678 6.414343 
288 288 1 1 3.057543 9.643969 6.405450 
289 289 1 1 3.108482 5.891553 2.606574 
290 290 1 1 4.790690 1.368597 3.781320 
291 291 1 1 7.367803 7.508797 2.530297 
292 292 1 1 3.093364 0.407972 1.067141 
293 293 1 1 6.138613 7.888349 4.028630 
294 294 1 1 4.518510 5.982069 0.237175 
295 295 1 1 6.289493 2.139995 1.827666 
296 296 1 1 4.404168 8.141050 2.300850 
297 297 1 1 4.988515 8.418955 2.379686 
298 298 1 1 5.454223 5.447956 1.035619 
299 299 1 1 6.763468 4.105325 8.322251 
300 300 1 1 5.166991 3.364055 8.151895 
301 301 1 1 6.302797 9.524089 6.966469 
302 302 1 1 7.178679 4.251516 3.603826 
303 303 1 1 7.184722 6.365434 6.950863 
304 304 1 1 4.915511 8.074638 0.615183 
305 305 1 1 7.461366 3.040392 9.524406 
306 306 1 1 2.992611 9.998988 6.836780 
307 307 1 1 6.790785 0.369316 7.404631 
308 308 1 1 3.259810 4.381619 6.099735 
309 309 1 1 4.928472 6.137293 6.953495 
310 310 1 1 7.271342 1.666378 1.987728 
311 311 1 1 3.036342 6.780475 3.935704 
312 312 1 1 3.102046 3.386957 2.094933 
313 313 1 1 4.765565 9.020539 7.439813 
314 314 1 1 5.195653 0.360885 2.428460 
315 315 1 1 4.033385 5.491144 3.886240 
316 316 1 1 4.096094 7.346241 8.055626 
317 317 1 1 7.018676 0.447650 8.679718 
318 318 1 1 3.527227 2.020800 4.698900 
319 319 1 1 5.321421 7.466607 0.708712 
320 320 1 1 2.577914 4.535114 5.579079 
321 321 1 1 5.866004 4.719759 7.097536 
322 322 1 1 5.719284 4.126962 6.889179 
323 323 1 1 6.707960 3.786904 9.735635 
324 324 1 1 3.306341 4.905222 0.030016 
325 325 1 1 4.493009 7.449417 1.596224 
326 326 1 1 5.612271 3.863418 2.703757 
327 327 1 1 2.597087 4.339674 5.163943 
328 328 1 1 3.454258 1.666811 8.102738 
329 329 1 1 3.484552 4.686601 4.825107 
330 330 1 1 5.599840 2.786017 5.629982 
331 331 1 1 5.979778 7.087659 0.302782 
332 332 1 1 7.423991 3.191323 0.284495 
333 333 1 1 4.766841 5.321810 3.825056 
334 334 1 1 3.390358 5.932376 0.406537 
335 335 1 1 7.336816 7.040928 2.676156 
336 336 1 1 5.694023 4.363752 1.645574 
337 337 1 1 7.007567 9.380680 0.002765 
338 338 1 1 5.729111 2.813646 7.951025 
339 339 1 1 5.045539 4.185840 6.742041 
340 340 1 1 2.897330 0.100288 3.629580 
341 341 1 1 4.559330 3.759853 7.856534 
342 342 1 1 4.638368 3.819075 3.411275 
343 343 1 1 5.329473 1.800087 2.570635 
344 344 1 1 3.062308 9.900478 1.192772 
345 345 1 1 6.532214 0.059309 5.916566 
346 346 1 1 6.175443 8.365775 0.792635 
347 347 1 1 6.613494 3.430903 3.861978 
348 348 1 1 5.980251 8.844175 3.713989 
349 349 1 1 4.576833 2.623334 0.784261 
350 350 1 1 4.311843 3.963941 2.874680 
351 351 1 1 5.442589 8.908808 5.272641 
